"Ref_index","Study","Location","Year.Mid","Age.min","Age.max","n.Suscept","n.Basic","n.Full","n.NotFull","N.age","N","prct.Full1","prct.Suscept","prct.Basic","prct.Full"
587,"Mossong 2006","Luxemburg",2000,60,80,NA,NA,NA,NA,NA,2673,NA,0.416,0.217,0.367
NA,"Kruszon-Moran 2004","USA",2001,6,11,NA,NA,NA,NA,NA,9411,NA,NA,NA,0.9094269871
NA,"Kruszon-Moran 2004","USA",2001,12,19,NA,NA,NA,NA,NA,9411,NA,NA,NA,0.7726432532
NA,"Kruszon-Moran 2004","USA",2001,20,29,NA,NA,NA,NA,NA,9411,NA,NA,NA,0.7375231054
NA,"Kruszon-Moran 2004","USA",2001,30,39,NA,NA,NA,NA,NA,9411,NA,NA,NA,0.6524953789
NA,"Kruszon-Moran 2004","USA",2001,40,49,NA,NA,NA,NA,NA,9411,NA,NA,NA,0.4565619224
NA,"Kruszon-Moran 2004","USA",2001,50,59,NA,NA,NA,NA,NA,9411,NA,NA,NA,0.3160813309
NA,"Kruszon-Moran 2004","USA",2001,60,80,NA,NA,NA,NA,NA,9411,NA,NA,NA,0.2717190388
757,"Olander 2009","Finland",2000,30,39,5,30,187,NA,221,990,NA,0.022,0.134,0.844
757,"Olander 2009","Finland",2000,40,49,8,39,197,NA,244,990,NA,0.034,0.16,0.806
757,"Olander 2009","Finland",2000,50,59,20,61,154,NA,235,990,NA,0.087,0.259,0.654
757,"Olander 2009","Finland",2000,60,69,10,55,87,NA,151,990,NA,0.065,0.362,0.573
757,"Olander 2009","Finland",2000,70,80,26,52,60,NA,139,990,NA,0.189,0.377,0.434
761,"Okada 2004","Japan",1996,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,"Okada 2004","Japan",1996,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,"Okada 2004","Japan",1996,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,"Okada 2004","Japan",1996,15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,"Okada 2004","Japan",1996,20,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,"Okada 2004","Japan",1996,25,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,"Okada 2004","Japan",1996,30,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,"Okada 2004","Japan",1996,35,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,"Okada 2004","Japan",1996,40,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,"Okada 2004","Japan",1996,45,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,"Okada 2004","Japan",1996,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,"Okada 2004","Japan",1996,55,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,"Okada 2004","Japan",1996,60,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,"Okada 2004","Japan",1996,65,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,"Okada 2004","Japan",1996,70,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,"Okada 2004","Japan",1996,80,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,"Walory 2001","Poland",1997,0,0.16666,NA,NA,156,109,265,4829,NA,NA,NA,0.588679245283019
763,"Walory 2001","Poland",1997,0.16666,18,NA,NA,1894,228,2122,4829,NA,NA,NA,0.892554194156456
763,"Walory 2001","Poland",1997,19,70,NA,NA,1655,787,2442,4829,NA,NA,NA,0.677723177723178
701,"Edmunds 2000","Finland",1996,0,0,NA,NA,NA,NA,NA,NA,NA,0.121,0.322,0.557
701,"Edmunds 2000","Finland",1996,1,1,NA,NA,NA,NA,NA,NA,NA,0.045,0.327,0.629
701,"Edmunds 2000","Finland",1996,2,2,NA,NA,NA,NA,NA,NA,NA,0.2,0.099,0.899
701,"Edmunds 2000","Finland",1996,3,3,NA,NA,NA,NA,NA,NA,NA,0,0.022,0.978
701,"Edmunds 2000","Finland",1996,4,4,NA,NA,NA,NA,NA,NA,NA,0.025,0.047,0.928
701,"Edmunds 2000","Finland",1996,5,5,NA,NA,NA,NA,NA,NA,NA,0.2,0.106,0.891
701,"Edmunds 2000","Finland",1996,6,6,NA,NA,NA,NA,NA,NA,NA,0.042,0.062,0.896
701,"Edmunds 2000","Finland",1996,7,7,NA,NA,NA,NA,NA,NA,NA,0.022,0.149,0.829
701,"Edmunds 2000","Finland",1996,8,8,NA,NA,NA,NA,NA,NA,NA,0.032,0.223,0.745
701,"Edmunds 2000","Finland",1996,9,9,NA,NA,NA,NA,NA,NA,NA,0.022,0.27,0.708
701,"Edmunds 2000","Finland",1996,10,10,NA,NA,NA,NA,NA,NA,NA,0.032,0.183,0.785
701,"Edmunds 2000","Finland",1996,11,11,NA,NA,NA,NA,NA,NA,NA,0.052,0.339,0.609
701,"Edmunds 2000","Finland",1996,12,12,NA,NA,NA,NA,NA,NA,NA,0.064,0.21,0.725
701,"Edmunds 2000","Finland",1996,13,13,NA,NA,NA,NA,NA,NA,NA,0.2,0.079,0.918
701,"Edmunds 2000","Finland",1996,14,14,NA,NA,NA,NA,NA,NA,NA,0.022,0.052,0.926
701,"Edmunds 2000","Finland",1996,15,15,NA,NA,NA,NA,NA,NA,NA,0.015,0.26,0.725
701,"Edmunds 2000","Finland",1996,16,16,NA,NA,NA,NA,NA,NA,NA,0.042,0.151,0.807
701,"Edmunds 2000","Finland",1996,17,17,NA,NA,NA,NA,NA,NA,NA,0.032,0.235,0.733
701,"Edmunds 2000","Finland",1996,18,18,NA,NA,NA,NA,NA,NA,NA,0.2,0.21,0.787
701,"Edmunds 2000","Finland",1996,19,19,NA,NA,NA,NA,NA,NA,NA,0.022,0.191,0.787
701,"Edmunds 2000","Finland",1996,20,24,NA,NA,NA,NA,NA,NA,NA,0.057,0.111,0.832
701,"Edmunds 2000","Finland",1996,25,29,NA,NA,NA,NA,NA,NA,NA,0.094,0.26,0.646
701,"Edmunds 2000","Finland",1996,30,34,NA,NA,NA,NA,NA,NA,NA,0.074,0.225,0.7
701,"Edmunds 2000","Finland",1996,35,39,NA,NA,NA,NA,NA,NA,NA,0.097,0.156,0.748
701,"Edmunds 2000","Finland",1996,40,44,NA,NA,NA,NA,NA,NA,NA,0.22,0.129,0.651
701,"Edmunds 2000","Finland",1996,45,49,NA,NA,NA,NA,NA,NA,NA,0.191,0.121,0.688
701,"Edmunds 2000","Finland",1996,50,54,NA,NA,NA,NA,NA,NA,NA,0.374,0.191,0.436
701,"Edmunds 2000","Finland",1996,55,59,NA,NA,NA,NA,NA,NA,NA,0.26,0.2,0.54
701,"Edmunds 2000","Finland",1996,60,64,NA,NA,NA,NA,NA,NA,NA,0.3,0.141,0.559
701,"Edmunds 2000","Finland",1996,65,69,NA,NA,NA,NA,NA,NA,NA,0.384,0.141,0.475
701,"Edmunds 2000","Finland",1996,70,74,NA,NA,NA,NA,NA,NA,NA,0.542,0.191,0.267
701,"Edmunds 2000","Finland",1996,75,79,NA,NA,NA,NA,NA,NA,NA,0.314,0.188,0.498
701,"Edmunds 2000","The Netherlands",1996,0,0,NA,NA,NA,NA,NA,NA,NA,0.057,0.249,0.694
701,"Edmunds 2000","The Netherlands",1996,1,1,NA,NA,NA,NA,NA,NA,NA,0.019,0.073,0.908
701,"Edmunds 2000","The Netherlands",1996,2,2,NA,NA,NA,NA,NA,NA,NA,0.045,0.239,0.716
701,"Edmunds 2000","The Netherlands",1996,3,3,NA,NA,NA,NA,NA,NA,NA,0.052,0.313,0.635
701,"Edmunds 2000","The Netherlands",1996,4,4,NA,NA,NA,NA,NA,NA,NA,0.012,0.062,0.927
701,"Edmunds 2000","The Netherlands",1996,5,5,NA,NA,NA,NA,NA,NA,NA,0.031,0.059,0.91
701,"Edmunds 2000","The Netherlands",1996,6,6,NA,NA,NA,NA,NA,NA,NA,0.026,0.173,0.801
701,"Edmunds 2000","The Netherlands",1996,7,7,NA,NA,NA,NA,NA,NA,NA,0.033,0.256,0.711
701,"Edmunds 2000","The Netherlands",1996,8,8,NA,NA,NA,NA,NA,NA,NA,0.024,0.22,0.756
701,"Edmunds 2000","The Netherlands",1996,9,9,NA,NA,NA,NA,NA,NA,NA,0.2,0.069,0.929
701,"Edmunds 2000","The Netherlands",1996,10,10,NA,NA,NA,NA,NA,NA,NA,0.9,0.064,0.927
701,"Edmunds 2000","The Netherlands",1996,11,11,NA,NA,NA,NA,NA,NA,NA,0.012,0.081,0.908
701,"Edmunds 2000","The Netherlands",1996,12,12,NA,NA,NA,NA,NA,NA,NA,0.7,0.142,0.851
701,"Edmunds 2000","The Netherlands",1996,13,13,NA,NA,NA,NA,NA,NA,NA,0.024,0.242,0.735
701,"Edmunds 2000","The Netherlands",1996,14,14,NA,NA,NA,NA,NA,NA,NA,0.9,0.237,0.754
701,"Edmunds 2000","The Netherlands",1996,15,15,NA,NA,NA,NA,NA,NA,NA,0.019,0.256,0.725
701,"Edmunds 2000","The Netherlands",1996,16,16,NA,NA,NA,NA,NA,NA,NA,0.021,0.213,0.765
701,"Edmunds 2000","The Netherlands",1996,17,17,NA,NA,NA,NA,NA,NA,NA,0.019,0.256,0.725
701,"Edmunds 2000","The Netherlands",1996,18,18,NA,NA,NA,NA,NA,NA,NA,0.047,0.246,0.706
701,"Edmunds 2000","The Netherlands",1996,19,19,NA,NA,NA,NA,NA,NA,NA,0.045,0.211,0.744
701,"Edmunds 2000","The Netherlands",1996,20,24,NA,NA,NA,NA,NA,NA,NA,0.071,0.256,0.673
701,"Edmunds 2000","The Netherlands",1996,25,29,NA,NA,NA,NA,NA,NA,NA,0.071,0.216,0.713
701,"Edmunds 2000","The Netherlands",1996,30,34,NA,NA,NA,NA,NA,NA,NA,0.121,0.291,0.588
701,"Edmunds 2000","The Netherlands",1996,35,39,NA,NA,NA,NA,NA,NA,NA,0.078,0.249,0.673
701,"Edmunds 2000","The Netherlands",1996,40,44,NA,NA,NA,NA,NA,NA,NA,0.088,0.159,0.754
701,"Edmunds 2000","The Netherlands",1996,45,49,NA,NA,NA,NA,NA,NA,NA,0.218,0.251,0.531
701,"Edmunds 2000","The Netherlands",1996,50,54,NA,NA,NA,NA,NA,NA,NA,0.287,0.265,0.448
701,"Edmunds 2000","The Netherlands",1996,55,59,NA,NA,NA,NA,NA,NA,NA,0.242,0.318,0.441
701,"Edmunds 2000","The Netherlands",1996,60,64,NA,NA,NA,NA,NA,NA,NA,0.291,0.377,0.332
701,"Edmunds 2000","The Netherlands",1996,65,69,NA,NA,NA,NA,NA,NA,NA,0.422,0.254,0.325
701,"Edmunds 2000","The Netherlands",1996,70,74,NA,NA,NA,NA,NA,NA,NA,0.559,0.197,0.244
701,"Edmunds 2000","The Netherlands",1996,75,79,NA,NA,NA,NA,NA,NA,NA,0.566,0.194,0.239
701,"Edmunds 2000","France",1996,0,0,NA,NA,NA,NA,NA,NA,NA,0.139,0.405,0.456
701,"Edmunds 2000","France",1996,1,1,NA,NA,NA,NA,NA,NA,NA,0.117,0.233,0.65
701,"Edmunds 2000","France",1996,2,2,NA,NA,NA,NA,NA,NA,NA,0.04,0.198,0.762
701,"Edmunds 2000","France",1996,3,3,NA,NA,NA,NA,NA,NA,NA,0.026,0.187,0.786
701,"Edmunds 2000","France",1996,4,4,NA,NA,NA,NA,NA,NA,NA,0.081,0.214,0.705
701,"Edmunds 2000","France",1996,5,5,NA,NA,NA,NA,NA,NA,NA,0.132,0.41,0.458
701,"Edmunds 2000","France",1996,6,6,NA,NA,NA,NA,NA,NA,NA,0.046,0.315,0.639
701,"Edmunds 2000","France",1996,7,7,NA,NA,NA,NA,NA,NA,NA,0,0.156,0.844
701,"Edmunds 2000","France",1996,8,8,NA,NA,NA,NA,NA,NA,NA,0.031,0.055,0.914
701,"Edmunds 2000","France",1996,9,9,NA,NA,NA,NA,NA,NA,NA,0.2,0.104,0.894
701,"Edmunds 2000","France",1996,10,10,NA,NA,NA,NA,NA,NA,NA,0.018,0.048,0.934
701,"Edmunds 2000","France",1996,11,11,NA,NA,NA,NA,NA,NA,NA,0.015,0.015,0.969
701,"Edmunds 2000","France",1996,12,12,NA,NA,NA,NA,NA,NA,NA,0,0.2,1
701,"Edmunds 2000","France",1996,13,13,NA,NA,NA,NA,NA,NA,NA,0.015,0.037,0.947
701,"Edmunds 2000","France",1996,14,14,NA,NA,NA,NA,NA,NA,NA,0.033,0,0.967
701,"Edmunds 2000","France",1996,15,15,NA,NA,NA,NA,NA,NA,NA,0.015,0,0.987
701,"Edmunds 2000","France",1996,16,16,NA,NA,NA,NA,NA,NA,NA,0,0.064,0.938
701,"Edmunds 2000","France",1996,17,17,NA,NA,NA,NA,NA,NA,NA,0.011,0.013,0.976
701,"Edmunds 2000","France",1996,18,18,NA,NA,NA,NA,NA,NA,NA,0,0.026,0.978
701,"Edmunds 2000","France",1996,19,19,NA,NA,NA,NA,NA,NA,NA,0,0.015,0.987
701,"Edmunds 2000","France",1996,20,24,NA,NA,NA,NA,NA,NA,NA,0.011,0.026,0.963
701,"Edmunds 2000","France",1996,25,29,NA,NA,NA,NA,NA,NA,NA,0.015,0.035,0.949
701,"Edmunds 2000","France",1996,30,34,NA,NA,NA,NA,NA,NA,NA,0.042,0.048,0.91
701,"Edmunds 2000","France",1996,35,39,NA,NA,NA,NA,NA,NA,NA,0.073,0.143,0.784
701,"Edmunds 2000","France",1996,40,44,NA,NA,NA,NA,NA,NA,NA,0.141,0.163,0.696
701,"Edmunds 2000","France",1996,45,49,NA,NA,NA,NA,NA,NA,NA,0.324,0.205,0.471
701,"Edmunds 2000","France",1996,50,54,NA,NA,NA,NA,NA,NA,NA,0.238,0.322,0.441
701,"Edmunds 2000","France",1996,55,59,NA,NA,NA,NA,NA,NA,NA,0.26,0.2,0.54
701,"Edmunds 2000","France",1996,60,64,NA,NA,NA,NA,NA,NA,NA,0.249,0.211,0.54
701,"Edmunds 2000","France",1996,65,69,NA,NA,NA,NA,NA,NA,NA,0.242,0.233,0.524
701,"Edmunds 2000","France",1996,70,74,NA,NA,NA,NA,NA,NA,NA,0.33,0.205,0.465
701,"Edmunds 2000","France",1996,75,79,NA,NA,NA,NA,NA,NA,NA,0.388,0.187,0.425
701,"Edmunds 2000","Sweeden",1996,0,0,NA,NA,NA,NA,NA,NA,NA,0.129,0.236,0.635
701,"Edmunds 2000","Sweeden",1996,1,1,NA,NA,NA,NA,NA,NA,NA,0,0.387,0.613
701,"Edmunds 2000","Sweeden",1996,2,2,NA,NA,NA,NA,NA,NA,NA,1,0.141,0.849
701,"Edmunds 2000","Sweeden",1996,3,3,NA,NA,NA,NA,NA,NA,NA,0.998,0,0.2
701,"Edmunds 2000","Sweeden",1996,4,4,NA,NA,NA,NA,NA,NA,NA,0.998,0,0.2
701,"Edmunds 2000","Sweeden",1996,5,5,NA,NA,NA,NA,NA,NA,NA,0.27,0.494,0.236
701,"Edmunds 2000","Sweeden",1996,6,6,NA,NA,NA,NA,NA,NA,NA,0.998,0,0.2
701,"Edmunds 2000","Sweeden",1996,7,7,NA,NA,NA,NA,NA,NA,NA,0.998,0,0.2
701,"Edmunds 2000","Sweeden",1996,8,8,NA,NA,NA,NA,NA,NA,NA,0.297,0.479,0.224
701,"Edmunds 2000","Sweeden",1996,9,9,NA,NA,NA,NA,NA,NA,NA,0.19,0.606,0.204
701,"Edmunds 2000","Sweeden",1996,10,10,NA,NA,NA,NA,NA,NA,NA,0,0.022,0.978
701,"Edmunds 2000","Sweeden",1996,11,11,NA,NA,NA,NA,NA,NA,NA,1,0.012,0.978
701,"Edmunds 2000","Sweeden",1996,12,12,NA,NA,NA,NA,NA,NA,NA,0.998,0,0.2
701,"Edmunds 2000","Sweeden",1996,13,13,NA,NA,NA,NA,NA,NA,NA,0.998,0,0.2
701,"Edmunds 2000","Sweeden",1996,14,14,NA,NA,NA,NA,NA,NA,NA,0,0.1,0.9
701,"Edmunds 2000","Sweeden",1996,15,15,NA,NA,NA,NA,NA,NA,NA,0.015,0.102,0.883
701,"Edmunds 2000","Sweeden",1996,16,16,NA,NA,NA,NA,NA,NA,NA,0.998,0,0.2
701,"Edmunds 2000","Sweeden",1996,17,17,NA,NA,NA,NA,NA,NA,NA,0.2,0.163,0.835
701,"Edmunds 2000","Sweeden",1996,18,18,NA,NA,NA,NA,NA,NA,NA,0.056,0.19,0.754
701,"Edmunds 2000","Sweeden",1996,19,19,NA,NA,NA,NA,NA,NA,NA,0.2,0.197,0.603
701,"Edmunds 2000","Sweeden",1996,20,24,NA,NA,NA,NA,NA,NA,NA,0.102,0.282,0.616
701,"Edmunds 2000","Sweeden",1996,25,29,NA,NA,NA,NA,NA,NA,NA,0.139,0.253,0.608
701,"Edmunds 2000","Sweeden",1996,30,34,NA,NA,NA,NA,NA,NA,NA,0.275,0.348,0.377
701,"Edmunds 2000","Sweeden",1996,35,39,NA,NA,NA,NA,NA,NA,NA,0.187,0.246,0.567
701,"Edmunds 2000","Sweeden",1996,40,44,NA,NA,NA,NA,NA,NA,NA,0.29,0.246,0.465
701,"Edmunds 2000","Sweeden",1996,45,49,NA,NA,NA,NA,NA,NA,NA,0.27,0.399,0.331
701,"Edmunds 2000","Sweeden",1996,50,54,NA,NA,NA,NA,NA,NA,NA,0.345,0.358,0.297
701,"Edmunds 2000","Sweeden",1996,55,59,NA,NA,NA,NA,NA,NA,NA,0.341,0.392,0.268
701,"Edmunds 2000","Sweeden",1996,60,64,NA,NA,NA,NA,NA,NA,NA,0.292,0.45,0.258
701,"Edmunds 2000","Sweeden",1996,65,69,NA,NA,NA,NA,NA,NA,NA,0.353,0.319,0.328
701,"Edmunds 2000","Sweeden",1996,70,74,NA,NA,NA,NA,NA,NA,NA,0.509,0.392,0.1
701,"Edmunds 2000","Sweeden",1996,75,79,NA,NA,NA,NA,NA,NA,NA,0.443,0.384,0.173
701,"Edmunds 2000","Italy",1996,0,0,NA,NA,NA,NA,NA,NA,NA,0.253,0.189,0.558
701,"Edmunds 2000","Italy",1996,1,1,NA,NA,NA,NA,NA,NA,NA,0.024,0.149,0.827
701,"Edmunds 2000","Italy",1996,2,2,NA,NA,NA,NA,NA,NA,NA,0.022,0.18,0.798
701,"Edmunds 2000","Italy",1996,3,3,NA,NA,NA,NA,NA,NA,NA,0.049,0.264,0.687
701,"Edmunds 2000","Italy",1996,4,4,NA,NA,NA,NA,NA,NA,NA,0.082,0.324,0.593
701,"Edmunds 2000","Italy",1996,5,5,NA,NA,NA,NA,NA,NA,NA,0.027,0.298,0.676
701,"Edmunds 2000","Italy",1996,6,6,NA,NA,NA,NA,NA,NA,NA,0.024,0.198,0.778
701,"Edmunds 2000","Italy",1996,7,7,NA,NA,NA,NA,NA,NA,NA,0.013,0.216,0.771
701,"Edmunds 2000","Italy",1996,8,8,NA,NA,NA,NA,NA,NA,NA,0.013,0.096,0.891
701,"Edmunds 2000","Italy",1996,9,9,NA,NA,NA,NA,NA,NA,NA,0.2,0.056,0.942
701,"Edmunds 2000","Italy",1996,10,10,NA,NA,NA,NA,NA,NA,NA,0.024,0.111,0.864
701,"Edmunds 2000","Italy",1996,11,11,NA,NA,NA,NA,NA,NA,NA,0.036,0.118,0.847
701,"Edmunds 2000","Italy",1996,12,12,NA,NA,NA,NA,NA,NA,NA,0.033,0.244,0.722
701,"Edmunds 2000","Italy",1996,13,13,NA,NA,NA,NA,NA,NA,NA,0.078,0.2,0.722
701,"Edmunds 2000","Italy",1996,14,14,NA,NA,NA,NA,NA,NA,NA,0.089,0.3,0.611
701,"Edmunds 2000","Italy",1996,15,15,NA,NA,NA,NA,NA,NA,NA,0.076,0.324,0.6
701,"Edmunds 2000","Italy",1996,16,16,NA,NA,NA,NA,NA,NA,NA,0.029,0.287,0.684
701,"Edmunds 2000","Italy",1996,17,17,NA,NA,NA,NA,NA,NA,NA,0.089,0.253,0.658
701,"Edmunds 2000","Italy",1996,18,18,NA,NA,NA,NA,NA,NA,NA,0.104,0.238,0.658
701,"Edmunds 2000","Italy",1996,19,19,NA,NA,NA,NA,NA,NA,NA,0.102,0.264,0.633
701,"Edmunds 2000","Italy",1996,20,24,NA,NA,NA,NA,NA,NA,NA,0.129,0.298,0.573
701,"Edmunds 2000","Italy",1996,25,29,NA,NA,NA,NA,NA,NA,NA,0.122,0.28,0.598
701,"Edmunds 2000","Italy",1996,30,34,NA,NA,NA,NA,NA,NA,NA,0.18,0.3,0.52
701,"Edmunds 2000","Italy",1996,35,39,NA,NA,NA,NA,NA,NA,NA,0.222,0.358,0.42
701,"Edmunds 2000","Italy",1996,40,44,NA,NA,NA,NA,NA,NA,NA,0.411,0.307,0.282
701,"Edmunds 2000","Italy",1996,45,49,NA,NA,NA,NA,NA,NA,NA,0.382,0.342,0.276
701,"Edmunds 2000","Italy",1996,50,54,NA,NA,NA,NA,NA,NA,NA,0.382,0.304,0.313
701,"Edmunds 2000","Italy",1996,55,59,NA,NA,NA,NA,NA,NA,NA,0.316,0.489,0.196
701,"Edmunds 2000","Italy",1996,60,64,NA,NA,NA,NA,NA,NA,NA,0.262,0.473,0.264
701,"Edmunds 2000","Italy",1996,65,69,NA,NA,NA,NA,NA,NA,NA,0.238,0.438,0.324
701,"Edmunds 2000","Italy",1996,70,74,NA,NA,NA,NA,NA,NA,NA,0.444,0.4,0.156
701,"Edmunds 2000","Italy",1996,75,79,NA,NA,NA,NA,NA,NA,NA,0.284,0.32,0.396
701,"Edmunds 2000","Germany",1996,0,0,NA,NA,NA,NA,NA,NA,NA,0.272,0.341,0.387
701,"Edmunds 2000","Germany",1996,1,1,NA,NA,NA,NA,NA,NA,NA,0.069,0.27,0.661
701,"Edmunds 2000","Germany",1996,2,2,NA,NA,NA,NA,NA,NA,NA,0.032,0.103,0.865
701,"Edmunds 2000","Germany",1996,3,3,NA,NA,NA,NA,NA,NA,NA,0.7,0.059,0.934
701,"Edmunds 2000","Germany",1996,4,4,NA,NA,NA,NA,NA,NA,NA,0,0.124,0.879
701,"Edmunds 2000","Germany",1996,5,5,NA,NA,NA,NA,NA,NA,NA,0.03,0.178,0.792
701,"Edmunds 2000","Germany",1996,6,6,NA,NA,NA,NA,NA,NA,NA,0,0.172,0.828
701,"Edmunds 2000","Germany",1996,7,7,NA,NA,NA,NA,NA,NA,NA,0.7,0.041,0.952
701,"Edmunds 2000","Germany",1996,8,8,NA,NA,NA,NA,NA,NA,NA,0.018,0.144,0.838
701,"Edmunds 2000","Germany",1996,9,9,NA,NA,NA,NA,NA,NA,NA,0.037,0.043,0.92
701,"Edmunds 2000","Germany",1996,10,10,NA,NA,NA,NA,NA,NA,NA,0,0.078,0.922
701,"Edmunds 2000","Germany",1996,11,11,NA,NA,NA,NA,NA,NA,NA,0,0.059,0.943
701,"Edmunds 2000","Germany",1996,12,12,NA,NA,NA,NA,NA,NA,NA,0.041,0.046,0.913
701,"Edmunds 2000","Germany",1996,13,13,NA,NA,NA,NA,NA,NA,NA,0.016,0.105,0.879
701,"Edmunds 2000","Germany",1996,14,14,NA,NA,NA,NA,NA,NA,NA,0.039,0.082,0.879
701,"Edmunds 2000","Germany",1996,15,15,NA,NA,NA,NA,NA,NA,NA,0.082,0.16,0.757
701,"Edmunds 2000","Germany",1996,16,16,NA,NA,NA,NA,NA,NA,NA,0.059,0.165,0.776
701,"Edmunds 2000","Germany",1996,17,17,NA,NA,NA,NA,NA,NA,NA,0.018,0.103,0.879
701,"Edmunds 2000","Germany",1996,18,18,NA,NA,NA,NA,NA,NA,NA,0.178,0.165,0.657
701,"Edmunds 2000","Germany",1996,19,19,NA,NA,NA,NA,NA,NA,NA,0.034,0.08,0.886
701,"Edmunds 2000","Germany",1996,20,24,NA,NA,NA,NA,NA,NA,NA,0.078,0.192,0.73
701,"Edmunds 2000","Germany",1996,25,29,NA,NA,NA,NA,NA,NA,NA,0.197,0.227,0.577
701,"Edmunds 2000","Germany",1996,30,34,NA,NA,NA,NA,NA,NA,NA,0.366,0.206,0.428
701,"Edmunds 2000","Germany",1996,35,39,NA,NA,NA,NA,NA,NA,NA,0.487,0.192,0.32
701,"Edmunds 2000","Germany",1996,40,44,NA,NA,NA,NA,NA,NA,NA,0.652,0.133,0.215
701,"Edmunds 2000","Germany",1996,45,49,NA,NA,NA,NA,NA,NA,NA,0.611,0.213,0.176
701,"Edmunds 2000","Germany",1996,50,54,NA,NA,NA,NA,NA,NA,NA,0.426,0.316,0.259
701,"Edmunds 2000","Germany",1996,55,59,NA,NA,NA,NA,NA,NA,NA,0.206,0.46,0.334
701,"Edmunds 2000","Germany",1996,60,64,NA,NA,NA,NA,NA,NA,NA,0.302,0.3,0.398
701,"Edmunds 2000","Germany",1996,65,69,NA,NA,NA,NA,NA,NA,NA,0.307,0.176,0.517
701,"Edmunds 2000","Germany",1996,70,74,NA,NA,NA,NA,NA,NA,NA,0.556,0.172,0.272
701,"Edmunds 2000","Germany",1996,75,79,NA,NA,NA,NA,NA,NA,NA,0.391,0.281,0.327
701,"Edmunds 2000","England & Wales",1996,1,1,NA,NA,NA,NA,NA,NA,NA,0.252,0.189,0.559
701,"Edmunds 2000","England & Wales",1996,2,2,NA,NA,NA,NA,NA,NA,NA,0.024,0.148,0.828
701,"Edmunds 2000","England & Wales",1996,3,3,NA,NA,NA,NA,NA,NA,NA,0.022,0.182,0.797
701,"Edmunds 2000","England & Wales",1996,4,4,NA,NA,NA,NA,NA,NA,NA,0.044,0.271,0.685
701,"Edmunds 2000","England & Wales",1996,5,5,NA,NA,NA,NA,NA,NA,NA,0.082,0.324,0.593
701,"Edmunds 2000","England & Wales",1996,6,6,NA,NA,NA,NA,NA,NA,NA,0.027,0.3,0.673
701,"Edmunds 2000","England & Wales",1996,7,7,NA,NA,NA,NA,NA,NA,NA,0.024,0.196,0.78
701,"Edmunds 2000","England & Wales",1996,8,8,NA,NA,NA,NA,NA,NA,NA,0.015,0.213,0.772
701,"Edmunds 2000","England & Wales",1996,9,9,NA,NA,NA,NA,NA,NA,NA,1,0.097,0.893
701,"Edmunds 2000","England & Wales",1996,10,10,NA,NA,NA,NA,NA,NA,NA,0,0.053,0.947
701,"Edmunds 2000","England & Wales",1996,11,11,NA,NA,NA,NA,NA,NA,NA,0.024,0.111,0.864
701,"Edmunds 2000","England & Wales",1996,12,12,NA,NA,NA,NA,NA,NA,NA,0.034,0.116,0.85
701,"Edmunds 2000","England & Wales",1996,13,13,NA,NA,NA,NA,NA,NA,NA,0.031,0.247,0.722
701,"Edmunds 2000","England & Wales",1996,14,14,NA,NA,NA,NA,NA,NA,NA,0.075,0.203,0.722
701,"Edmunds 2000","England & Wales",1996,15,15,NA,NA,NA,NA,NA,NA,NA,0.09,0.295,0.615
701,"Edmunds 2000","England & Wales",1996,16,16,NA,NA,NA,NA,NA,NA,NA,0.075,0.324,0.6
701,"Edmunds 2000","England & Wales",1996,17,17,NA,NA,NA,NA,NA,NA,NA,0.027,0.291,0.683
701,"Edmunds 2000","England & Wales",1996,18,18,NA,NA,NA,NA,NA,NA,NA,0.092,0.249,0.659
701,"Edmunds 2000","England & Wales",1996,19,19,NA,NA,NA,NA,NA,NA,NA,0.104,0.235,0.661
701,"Edmunds 2000","England & Wales",1996,20,24,NA,NA,NA,NA,NA,NA,NA,0.102,0.264,0.634
701,"Edmunds 2000","England & Wales",1996,25,29,NA,NA,NA,NA,NA,NA,NA,0.128,0.298,0.574
701,"Edmunds 2000","England & Wales",1996,30,34,NA,NA,NA,NA,NA,NA,NA,0.123,0.278,0.598
701,"Edmunds 2000","England & Wales",1996,35,39,NA,NA,NA,NA,NA,NA,NA,0.177,0.3,0.523
701,"Edmunds 2000","England & Wales",1996,40,44,NA,NA,NA,NA,NA,NA,NA,0.22,0.361,0.419
